,,,,2015-16 Season,2015-16 Season,2015-16 Season,2015-16 Season,2015-16 Season,2015-16 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Scott Cross,UT Arlington,Sun Belt,,24,11,.686,,,,,2006-07,177,139,.560,1,,,,,177,139,.560,1,,,
Phil Cunningham,Troy,Sun Belt,,9,22,.290,,,,,2013-14,30,61,.330,,,,,,30,61,.330,,,,
Michael Curry,Florida Atlantic,CUSA,,8,25,.242,,,,,2014-15,17,45,.274,,,,,,17,45,.274,,,,
Dennis Cutts,UC-Riverside,Big West,,14,19,.424,,,,,2013-14,38,57,.400,,,,,,38,57,.400,,,,
Dan D'Antoni II,Marshall,CUSA,,17,16,.515,,,,,2014-15,28,37,.431,,,,,,28,37,.431,,,,
Keith Dambrot,Akron,MAC,,26,9,.743,,,,,2004-05,278,130,.681,3,,,,,298,164,.645,3,,,
Linc Darner,Green Bay,Horizon,,23,13,.639,,,Lost First Round,,2015-16,23,13,.639,1,,,,,23,13,.639,1,,,
Keno Davis,Central Michigan,MAC,,17,16,.515,,,,,2012-13,61,66,.480,,,,,,135,121,.527,1,,,
Kermit Davis Jr,Middle Tennessee,CUSA,,25,10,.714,,,Lost Second Round,,2002-03,276,175,.612,2,,,,,347,225,.607,4,,,
Mike Davis,Texas Southern,SWAC,,18,15,.545,,,,,2012-13,76,57,.571,2,,,,,313,209,.600,7,1,1,
Nathan Davis,Bucknell,Patriot,,17,14,.548,,,,,2015-16,17,14,.548,,,,,,17,14,.548,,,,
Johnny Dawkins Jr,Stanford,Pac-12,,15,15,.500,,,,,2008-09,156,115,.576,1,1,,,,156,115,.576,1,1,,
Ed DeChellis,Navy,Patriot,,19,14,.576,,,,,2011-12,52,103,.335,,,,,,271,334,.448,2,,,
Travis DeCuire,Montana,Big Sky,,21,12,.636,,,,,2014-15,41,25,.621,,,,,,41,25,.621,,,,
Tommy Dempsey,Binghamton,AEC,,8,22,.267,,,,,2012-13,24,98,.197,,,,,,143,203,.413,,,,
Howie Dickenman,Central Connecticut,NEC,,4,25,.138,,,,,1996-97,282,311,.476,3,,,,,282,311,.476,3,,,
Tracy Dildy,Chicago State,WAC,,4,28,.125,,,,,2010-11,46,145,.241,,,,,,46,145,.241,,,,
Jamie Dixon,Pitt,ACC,,21,12,.636,,,Lost First Round,,2003-04,328,123,.727,11,3,,,,328,123,.727,11,3,,
Cameron Dollar,Seattle,WAC,,15,17,.469,,,,,2009-10,94,121,.437,,,,,,94,121,.437,,,,
Steve Donahue,Penn,Ivy,,11,17,.393,,,,,2015-16,11,17,.393,,,,,,211,231,.477,3,1,,
Billy Donlon,Wright State,Horizon,,22,13,.629,,,,,2010-11,109,94,.537,,,,,,109,94,.537,,,,
Joe Dooley,Florida Gulf Coast,A-Sun,,21,14,.600,,,Lost First Round,,2013-14,65,38,.631,1,,,,,122,90,.575,1,,,
Bryce Drew,Valparaiso,Horizon,,30,7,.811,,,,,2011-12,124,49,.717,2,,,,,124,49,.717,2,,,
Scott Drew,Baylor,Big 12,,22,12,.647,22,21,Lost First Round,,2003-04,252,172,.594,6,3,,,,272,183,.598,6,3,,
Matthew Driscoll,North Florida,A-Sun,,22,12,.647,,,,,2009-10,118,112,.513,1,,,,,118,112,.513,1,,,
Mike Dunlap,Loyola Marymount,WCC,,14,17,.452,,,,,2014-15,22,40,.355,,,,,,22,40,.355,,,,
John Dunne,St. Peter's,MAAC,,14,16,.467,,,,,2006-07,116,194,.374,1,,,,,116,194,.374,1,,,
Fran Dunphy,Temple,AAC,,21,12,.636,,,Lost First Round,,2006-07,214,120,.641,7,,,,,524,283,.649,16,,,
Pat Duquette,UMass-Lowell,AEC,,11,18,.379,,,,,2013-14,33,53,.384,,,,,,33,53,.384,,,,
Tim Duryea,Utah State,MWC,,16,15,.516,,,,,2015-16,16,15,.516,,,,,,16,15,.516,,,,
Dan Earl,VMI,Southern,,9,21,.300,,,,,2015-16,9,21,.300,,,,,,9,21,.300,,,,
Cliff Ellis,Coastal Carolina,Big South,,21,12,.636,,,,,2007-08,179,110,.619,2,,,,,715,448,.615,10,3,,
Andy Enfield,USC,Pac-12,,21,13,.618,,,Lost First Round,,2013-14,44,54,.449,1,,,,,85,82,.509,2,1,,
Jim Engles,NJIT,A-Sun,,20,15,.571,,,,,2008-09,111,139,.444,,,,,,111,139,.444,,,,
Larry Eustachy,Colorado State,MWC,,18,16,.529,,,,,2012-13,87,48,.644,1,,,,,489,306,.615,5,1,,
Anthony Evans,Florida International,CUSA,,13,19,.406,,,,,2013-14,44,52,.458,,,,,,143,146,.495,1,,,
Bill Evans,Idaho State,Big Sky,,16,15,.516,,,,,2012-13,40,80,.333,,,,,,248,303,.450,1,,,
Jim Ferry,Duquesne,A-10,,17,17,.500,,,,,2012-13,50,75,.400,,,,,,200,224,.472,2,,,
Mark Few,Gonzaga,WCC,,28,8,.778,9,,Lost Regional Semifinal,,1999-00,466,111,.808,17,6,,,,466,111,.808,17,6,,
Brian Fish,Montana State,Big Sky,,14,17,.452,,,,,2014-15,21,40,.344,,,,,,21,40,.344,,,,
Steve Fisher *,San Diego State,MWC,,28,10,.737,,,,,1999-00,367,195,.653,8,2,,,,551,277,.665,15,6,3,1
Bruiser Flint,Drexel,CAA,,6,25,.194,,,,,2001-02,245,217,.530,,,,,,331,289,.534,2,,,
Tim Floyd *,UTEP,CUSA,,19,14,.576,,,,,2010-11,122,77,.613,,,,,,449,258,.635,8,2,,
Steve Forbes,ETSU,Southern,,24,12,.667,,,,,2015-16,24,12,.667,,,,,,24,12,.667,,,,
Dana Ford,Tennessee State,OVC,,20,11,.645,,,,,2014-15,25,37,.403,,,,,,25,37,.403,,,,
Travis Ford,Oklahoma State,Big 12,,12,20,.375,,,,,2008-09,155,111,.583,5,,,,,278,226,.552,6,,,
Jim Fox,Appalachian State,Sun Belt,,9,22,.290,,,,,2014-15,21,39,.350,,,,,,21,39,.350,,,,
Mark Fox,Georgia,SEC,,20,14,.588,,,,,2009-10,126,103,.550,2,,,,,249,146,.630,5,,,
John Gallagher,Hartford,AEC,,10,23,.303,,,,,2010-11,78,111,.413,,,,,,78,111,.413,,,,
Eran Ganot,Hawaii,Big West,,28,6,.824,,,Lost Second Round,,2015-16,28,6,.824,1,,,,,31,8,.795,1,,,
Greg Gard,Wisconsin,Big Ten,,15,8,.652,17,,Lost Regional Semifinal,,2015-16,15,8,.652,1,1,,,,15,8,.652,1,1,,
Jason Gardner,IU Indianapolis,Summit,,13,19,.406,,,,,2014-15,23,40,.365,,,,,,23,40,.365,,,,
Murray Garvin,South Carolina State,MEAC,,19,15,.559,,,,,2012-13,41,65,.387,,,,,,41,65,.387,,,,
Jayson Gee,Longwood,Big South,,10,23,.303,,,,,2013-14,29,70,.293,,,,,,29,70,.293,,,,
Tyler Geving,Portland State,Big Sky,,13,18,.419,,,,,2009-10,97,117,.453,,,,,,97,117,.453,,,,
Ray Giacoletti,Drake,MVC,,7,24,.226,,,,,2013-14,31,62,.333,,,,,,154,152,.503,2,1,,
John Giannini,La Salle,A-10,,9,22,.290,,,,,2004-05,184,192,.489,1,1,,,,309,303,.505,1,1,,
Joe Golding,Abilene Christian,Southland,,13,18,.419,,,,,2013-14,34,59,.366,,,,,,34,59,.366,,,,
Mark Gottfried,NC State,ACC,,16,17,.485,,,,,2011-12,108,69,.610,4,2,,,,386,224,.633,11,3,,
Earl Grant,College of Charleston,CAA,,17,14,.548,,,,,2014-15,26,38,.406,,,,,,26,38,.406,,,,
Michael Grant,Coppin State,MEAC,,9,22,.290,,,,,2014-15,17,45,.274,,,,,,43,76,.361,,,,
Matthew Graves,South Alabama,Sun Belt,,14,19,.424,,,,,2013-14,37,60,.381,,,,,,37,60,.381,,,,
James Green,Jacksonville State,OVC,,8,23,.258,,,,,2008-09,89,153,.368,,,,,,256,315,.448,1,,,
Brian Gregory,Georgia Tech,ACC,,21,15,.583,,,,,2011-12,76,86,.469,,,,,,248,180,.579,2,,,
John Groce,Illinois,Big Ten,,15,19,.441,,,,,2012-13,77,61,.558,1,,,,,162,117,.581,3,1,,
Jerod Haase,UAB,CUSA,,26,7,.788,,,,,2012-13,80,53,.602,1,,,,,80,53,.602,1,,,
Frank Haith *,Tulsa,AAC,,20,12,.625,,,Lost First Four,,2014-15,43,23,.652,1,,,,,248,152,.620,4,,,
Leonard Hamilton *,Florida State,ACC,,20,14,.588,,,,,2002-03,278,187,.598,4,1,,,,478,397,.546,7,2,,
Derrin Hansen,Omaha,Summit,,18,14,.562,,,,,2012-13,58,66,.468,,,,,,58,66,.468,,,,
Ray Harper,Western Kentucky,CUSA,,18,16,.529,,,,,2011-12,89,64,.582,2,,,,,89,64,.582,2,,,
Jon Harris,SIU-Edwardsville,OVC,,6,22,.214,,,,,2015-16,6,22,.214,,,,,,6,22,.214,,,,
Steve Hawkins,Western Michigan,MAC,,13,19,.406,,,,,2003-04,237,188,.558,2,,,,,237,188,.558,2,,,
Willie Hayes *,Alabama A&M,SWAC,,11,18,.379,,,,,2011-12,52,95,.354,,,,,,52,95,.354,,,,
Jim Hayford,Eastern Washington,Big Sky,,18,16,.529,,,,,2011-12,84,79,.515,1,,,,,84,79,.515,1,,,
Mitch Henderson,Princeton,Ivy,,22,7,.759,,,,,2011-12,96,53,.644,,,,,,96,53,.644,,,,
Greg Herenda,FDU,NEC,,18,15,.545,,,Lost First Four,,2013-14,36,57,.387,1,,,,,36,57,.387,1,,,
Bill Herrion,New Hampshire,AEC,,20,13,.606,,,,,2005-06,137,194,.414,,,,,,374,363,.507,3,,,
B.J. Hill *,Northern Colorado,Big Sky,,10,21,.323,,,,,2010-11,86,98,.467,1,,,,,86,98,.467,1,,,
Barry Hinson,Southern Illinois,MVC,,22,10,.688,,,,,2012-13,62,67,.481,,,,,,267,207,.563,,,,
Dan Hipsher,Texas-Rio Grande Valley,WAC,,8,22,.267,,,,,2013-14,27,66,.290,,,,,,168,230,.422,,,,
Bob Hoffman,Mercer,Southern,,19,15,.559,,,,,2008-09,164,113,.592,1,,,,,232,190,.550,1,,,
Chris Holtmann,Butler,Big East,,22,11,.667,24,,Lost Second Round,,2014-15,45,22,.672,2,,,,,89,76,.539,2,,,
Jason Hooten,Sam Houston,Southland,,18,16,.529,,,,,2010-11,116,85,.577,,,,,,116,85,.577,,,,
Mike Hopkins,Syracuse,ACC,,4,5,.444,,,,,2015-16,4,5,.444,,,,,,4,5,.444,,,,
Ben Howland,Mississippi State,SEC,,14,17,.452,,,,,2015-16,14,17,.452,,,,,,413,225,.647,10,5,3,
Michael Huger,Bowling Green State,MAC,,16,18,.471,,,,,2015-16,16,18,.471,,,,,,16,18,.471,,,,
Bob Huggins,West Virginia,Big 12,,26,9,.743,,8,Lost First Round,,2007-08,201,110,.646,7,3,1,,,719,296,.708,22,7,2,
Larry Hunter,Western Carolina,Southern,,16,18,.471,,,,,2005-06,171,187,.478,,,,,,375,335,.528,1,,,
Ron Hunter,Georgia State,Sun Belt,,16,14,.533,,,,,2011-12,103,61,.628,1,,,,,324,240,.574,2,,,
Bobby Hurley,Arizona State,Pac-12,,15,17,.469,,,,,2015-16,15,17,.469,,,,,,57,37,.606,1,,,
Dan Hurley,Rhode Island,A-10,,17,15,.531,,,,,2012-13,62,64,.492,,,,,,100,87,.535,,,,
George Ivory,Arkansas-Pine Bluff,SWAC,,8,25,.242,,,,,2008-09,98,157,.384,1,,,,,98,157,.384,1,,,
Tom Izzo,Michigan State,Big Ten,,29,6,.829,13,2,Lost First Round,,1995-96,524,205,.719,19,13,7,1,,524,205,.719,19,13,7,1
Lewis Jackson,Alabama State,SWAC,,14,17,.452,,,,,2005-06,171,173,.497,2,,,,,171,173,.497,2,,,
Ben Jacobson,Northern Iowa,MVC,,23,13,.639,,,Lost Second Round,,2006-07,220,118,.651,4,1,,,,220,118,.651,4,1,,
Tim Jankovich,SMU,AAC,,9,0,1.000,,24,,,2015-16,9,0,1.000,,,,,,166,121,.578,,,,
Tony Jasick,Jacksonville,A-Sun,,16,16,.500,,,,,2014-15,26,38,.406,,,,,,78,85,.479,,,,
Rob Jeter,Milwaukee,Horizon,,20,13,.606,,,,,2005-06,184,170,.520,2,,,,,184,170,.520,2,,,
Avery Johnson,Alabama,SEC,,18,15,.545,,,,,2015-16,18,15,.545,,,,,,18,15,.545,,,,
Sydney Johnson,Fairfield,MAAC,,19,14,.576,,,,,2011-12,74,94,.440,,,,,,140,147,.488,1,,,
Trent Johnson,TCU,Big 12,,12,21,.364,,,,,2012-13,50,79,.388,,,,,,276,265,.510,5,2,,
Brian Jones,North Dakota,Big Sky,,17,16,.515,,,,,2009-10,102,125,.449,,,,,,102,125,.449,,,,
Donnie Jones *,UCF,AAC,,12,18,.400,,,,,2010-11,100,88,.532,,,,,,155,129,.546,,,,
James Jones,Yale,Ivy,,23,7,.767,,,Lost Second Round,,1999-00,254,239,.515,1,,,,,254,239,.515,1,,,
Jeff Jones,Old Dominion,CUSA,,25,13,.658,,,,,2013-14,70,39,.642,,,,,,427,326,.567,7,2,,
Joe Jones,Boston University,Patriot,,19,15,.559,,,,,2011-12,89,72,.553,,,,,,175,180,.493,,,,
Johnny Jones,LSU,SEC,,19,14,.576,21,,,,2012-13,80,51,.611,1,,,,,285,213,.572,3,,,
Mike Jones,Radford,Big South,,16,15,.516,,,,,2011-12,79,85,.482,,,,,,79,85,.482,,,,
Robert Jones,Norfolk State,MEAC,,17,17,.500,,,,,2013-14,56,46,.549,,,,,,56,46,.549,,,,
Eddie Jordan,Rutgers,Big Ten,,7,25,.219,,,,,2013-14,29,68,.299,,,,,,29,68,.299,,,,
Edward Joyner Jr,Hampton,MEAC,,21,11,.656,,,Lost First Round,,2009-10,120,107,.529,3,,,,,120,107,.529,3,,,
Jay Joyner,North Carolina A&T,MEAC,,5,5,.500,,,,,2015-16,5,5,.500,,,,,,5,5,.500,,,,
Greg Kampe,Oakland,Horizon,,23,12,.657,,,,,1999-00,294,253,.537,3,,,,,294,253,.537,3,,,
Danny Kaspar,Texas State,Sun Belt,,15,16,.484,,,,,2013-14,37,56,.398,,,,,,283,197,.590,1,,,
Brian Katz,Sacramento State,Big Sky,,14,17,.452,,,,,2008-09,91,147,.382,,,,,,91,147,.382,,,,
Kerry Keating,Santa Clara,WCC,,11,20,.355,,,,,2007-08,139,159,.466,,,,,,139,159,.466,,,,
Kevin Keatts,UNC Wilmington,CAA,,25,8,.758,,,Lost First Round,,2014-15,43,22,.662,1,,,,,43,22,.662,1,,,
Derek Kellogg,UMass,A-10,,14,18,.438,,,,,2008-09,140,119,.541,1,,,,,140,119,.541,1,,,
Pat Kelsey,Winthrop,Big South,,23,9,.719,,,,,2012-13,76,52,.594,,,,,,76,52,.594,,,,
Andy Kennedy,Ole Miss,SEC,,20,12,.625,,,,,2006-07,212,126,.627,2,,,,,233,139,.626,2,,,
Billy Kennedy,Texas A&M,SEC,,28,9,.757,,15,Lost Regional Semifinal,,2011-12,99,70,.586,1,1,,,,310,249,.555,3,1,,
Ernie Kent,Washington State,Pac-12,,9,22,.290,,,,,2014-15,22,40,.355,,,,,,347,293,.542,6,2,,
Eric Konkol,Louisiana Tech,CUSA,,23,10,.697,,,,,2015-16,23,10,.697,,,,,,23,10,.697,,,,
Tod Kowalczyk,Toledo,MAC,,17,15,.531,,,,,2010-11,102,93,.523,,,,,,238,205,.537,,,,
Rob Krimmel,Saint Francis (PA),NEC,,13,17,.433,,,,,2012-13,44,78,.361,,,,,,44,78,.361,,,,
Lon Kruger,Oklahoma,Big 12,,29,8,.784,8,7,Lost National Semifinal,,2011-12,111,57,.661,4,2,1,,,590,361,.620,17,5,2,
Larry Krystkowiak,Utah,Pac-12,,27,9,.750,16,13,Lost Second Round,,2011-12,95,73,.565,2,1,,,,137,93,.596,4,1,,
Mike Krzyzewski,Duke,ACC,,25,11,.694,5,19,Lost Regional Semifinal,,1980-81,970,262,.787,32,23,12,5,,1043,321,.765,32,23,12,5
Jay Ladner,Southeastern Louisiana,Southland,,12,21,.364,,,,,2014-15,21,44,.323,,,,,,21,44,.323,,,,
Matt Langel,Colgate,Patriot,,13,17,.433,,,,,2011-12,61,95,.391,,,,,,61,95,.391,,,,
Greg Lansing,Indiana State,MVC,,15,17,.469,,,,,2010-11,109,88,.553,1,,,,,109,88,.553,1,,,
Jim Larranaga,Miami (FL),ACC,,27,8,.771,,10,Lost Regional Semifinal,,2011-12,118,57,.674,2,2,,,,560,366,.605,7,3,1,
Anthony Latina,Sacred Heart,NEC,,12,18,.400,,,,,2013-14,32,61,.344,,,,,,32,61,.344,,,,
Jeff Lebo,East Carolina,AAC,,12,20,.375,,,,,2010-11,99,100,.497,,,,,,310,256,.548,,,,
Dave Leitao,DePaul,Big East,,9,22,.290,,,,,2002-03,67,56,.545,1,,,,,152,151,.502,2,,,
Jim Les,UC-Davis,Big West,,11,19,.367,,,,,2011-12,64,91,.413,,,,,,218,231,.486,1,1,,
Mike Lonergan,George Washington,A-10,,28,10,.737,,,,,2011-12,97,70,.581,1,,,,,223,138,.618,2,,,
Dave Loos,Austin Peay,OVC,,18,18,.500,,,Lost First Round,,1990-91,409,391,.511,4,,,,,409,391,.511,4,,,
Paul Lusk,Missouri State,MVC,,13,19,.406,,,,,2011-12,71,90,.441,,,,,,71,90,.441,,,,
Chris Mack,Xavier,Big East,,28,6,.824,,9,Lost Second Round,,2009-10,162,77,.678,6,3,,,,162,77,.678,6,3,,
Dan Majerle,Grand Canyon,WAC,,27,7,.794,,,,,2013-14,59,37,.615,,,,,,59,37,.615,,,,
Mike Maker,Marist,MAAC,,7,23,.233,,,,,2014-15,14,48,.226,,,,,,14,48,.226,,,,
Danny Manning,Wake Forest,ACC,,11,20,.355,,,,,2014-15,24,39,.381,,,,,,62,68,.477,1,,,
Bob Marlin,Louisiana,Sun Belt,,19,15,.559,,,,,2010-11,107,92,.538,1,,,,,332,223,.598,3,,,
Gregg Marshall,Wichita State,MVC,,26,9,.743,10,,Lost Second Round,,2007-08,230,85,.730,5,2,1,,,424,168,.716,12,2,1,
Phil Martelli,St. Joseph's,A-10,,28,8,.778,,,Lost Second Round,,1995-96,403,273,.596,7,2,,,,403,273,.596,7,2,,
Cuonzo Martin,California,Pac-12,,23,11,.676,14,23,Lost First Round,,2014-15,41,26,.612,1,,,,,165,108,.604,2,1,,
Frank Martin,South Carolina,SEC,,25,9,.735,,,,,2012-13,70,63,.526,,,,,,187,117,.615,4,1,,
Mike Martin,Brown,Ivy,,8,20,.286,,,,,2012-13,49,67,.422,,,,,,49,67,.422,,,,
Steve Masiello,Manhattan,MAAC,,13,18,.419,,,,,2011-12,92,71,.564,2,,,,,92,71,.564,2,,,
Bashir Mason,Wagner,NEC,,23,11,.676,,,,,2012-13,71,55,.563,,,,,,71,55,.563,,,,
Matt Matheny,Elon,CAA,,16,16,.500,,,,,2009-10,108,116,.482,,,,,,108,116,.482,,,,
Thad Matta,Ohio State,Big Ten,,21,14,.600,,,,,2004-05,320,108,.748,9,5,2,,,422,139,.752,13,6,2,
Fran McCaffery,Iowa,Big Ten,,22,11,.667,,25,Lost Second Round,,2010-11,118,86,.578,3,,,,,369,263,.584,8,,,
Matt McCall,Chattanooga,Southern,,29,6,.829,,,Lost First Round,,2015-16,29,6,.829,1,,,,,29,6,.829,1,,,
Ray McCallum,Detroit Mercy,Horizon,,16,15,.516,,,,,2008-09,130,132,.496,1,,,,,300,281,.516,3,,,
