,,,,2008-09 Season,2008-09 Season,2008-09 Season,2008-09 Season,2008-09 Season,2008-09 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Glen Miller,Penn,Ivy,,10,18,.357,,,,,2006-07,45,45,.500,1,,,,,138,144,.489,1,,,
Mike Miller,Eastern Illinois,OVC,,12,18,.400,,,,,2005-06,35,81,.302,,,,,,122,160,.433,1,,,
Sean Miller,Xavier,A-10,,27,8,.771,,20,Lost Regional Semifinal,,2004-05,120,47,.719,4,2,,,,120,47,.719,4,2,,
Fang Mitchell,Coppin State,MEAC,,13,19,.406,,,,,1986-87,371,321,.536,4,,,,,371,321,.536,4,,,
Jim Molinari,Western Illinois,Summit,,9,20,.310,,,,,2008-09,9,20,.310,,,,,,232,206,.530,2,,,
Randy Monroe,UMBC,AEC,,15,17,.469,,,,,2004-05,72,82,.468,1,,,,,72,82,.468,1,,,
Dan Monson,Long Beach State,Big West,,15,15,.500,,,,,2007-08,21,40,.344,,,,,,191,163,.540,2,1,,
Mike Montgomery,California,Pac-10,,22,11,.667,,,Lost First Round,,2008-09,22,11,.667,1,,,,,568,256,.689,13,3,1,
Chris Mooney,Richmond,A-10,,20,16,.556,,,,,2005-06,57,70,.449,,,,,,75,82,.478,,,,
Tom Moore,Quinnipiac,NEC,,15,16,.484,,,,,2007-08,30,31,.492,,,,,,30,31,.492,,,,
Stew Morrill,Utah State,WAC,,30,5,.857,,,Lost First Round,,1998-99,267,91,.746,6,,,,,485,229,.679,7,,,
Benny Moss,UNC Wilmington,CAA,,7,25,.219,,,,,2006-07,34,60,.362,,,,,,34,60,.362,,,,
Scott Nagy,South Dakota State,Summit,,13,20,.394,,,,,2005-06,36,85,.298,,,,,,36,85,.298,,,,
Bobby Nash,Hawaii,WAC,,13,17,.433,,,,,2007-08,24,36,.400,,,,,,24,36,.400,,,,
Brian Nash,St. Francis (NY),NEC,,10,20,.333,,,,,2005-06,36,81,.308,,,,,,36,81,.308,,,,
George Nessman,San Jose State,WAC,,13,17,.433,,,,,2005-06,37,86,.301,,,,,,37,86,.301,,,,
Ernie Nestor,Elon,Southern,,11,20,.355,,,,,2003-04,67,117,.364,,,,,,135,198,.405,1,,,
Jeff Neubauer,Eastern Kentucky,OVC,,18,13,.581,,,,,2005-06,67,57,.540,1,,,,,67,57,.540,1,,,
Gregg Nibert,Presbyterian,Big South,,12,17,.414,,,,,2007-08,17,42,.288,,,,,,17,42,.288,,,,
Kevin Nickelberry,Hampton,MEAC,,16,16,.500,,,,,2006-07,49,44,.527,,,,,,49,44,.527,,,,
Joe O'Brien,Idaho State,Big Sky,,13,19,.406,,,,,2006-07,38,55,.409,,,,,,38,55,.409,,,,
Fran O'Hanlon,Lafayette,Patriot,,8,22,.267,,,,,1995-96,193,211,.478,2,,,,,193,211,.478,2,,,
Tim O'Shea,Bryant,Ind,,8,21,.276,,,,,2008-09,8,21,.276,,,,,,128,116,.525,1,,,
Louis Orr,Bowling Green State,MAC,,19,14,.576,,,,,2007-08,32,31,.508,,,,,,132,111,.543,2,,,
Matt Painter,Purdue,Big Ten,,27,10,.730,11,17,Lost Regional Semifinal,,2005-06,83,50,.624,3,1,,,,108,55,.663,4,1,,
Tom Parrotta,Canisius,MAAC,,11,20,.355,,,,,2006-07,29,64,.312,,,,,,29,64,.312,,,,
Joe Pasternack,New Orleans,Sun Belt,,11,19,.367,,,,,2007-08,30,32,.484,,,,,,30,32,.484,,,,
Jimmy Patsos,Loyola (MD),MAAC,,12,20,.375,,,,,2004-05,70,82,.461,,,,,,70,82,.461,,,,
Ricardo Patton,Northern Illinois,MAC,,10,20,.333,,,,,2007-08,16,42,.276,,,,,,200,202,.498,2,,,
Dave Paulsen,Bucknell,Patriot,,7,23,.233,,,,,2008-09,7,23,.233,,,,,,7,23,.233,,,,
Eddie Payne,USC Upstate,A-Sun,,9,21,.300,,,,,2007-08,16,44,.267,,,,,,122,192,.389,1,,,
Bruce Pearl,Tennessee,SEC,,21,13,.618,14,,Lost First Round,,2005-06,98,37,.726,4,2,,,,184,75,.710,6,3,,
Philip Pearson,Alabama,SEC,,6,7,.462,,,,,2008-09,6,7,.462,,,,,,6,7,.462,,,,
Tom Pecora,Hofstra,CAA,,21,11,.656,,,,,2001-02,136,111,.551,,,,,,136,111,.551,,,,
Randy Peele,Winthrop,Big South,,11,19,.367,,,,,2007-08,33,31,.516,1,,,,,79,100,.441,2,,,
John Pelphrey,Arkansas,SEC,,14,16,.467,,,,,2007-08,37,28,.569,1,,,,,117,95,.552,2,,,
Tommy Penders,Houston,CUSA,,21,12,.636,,,,,2004-05,102,61,.626,,,,,,575,404,.587,10,3,,
Russ Pennell,Arizona,Pac-10,,21,14,.600,,,Lost Regional Semifinal,,2008-09,21,14,.600,1,1,,,,21,14,.600,1,1,,
Vann Pettaway,Alabama A&M,SWAC,,8,19,.296,,,,,1998-99,148,165,.473,1,,,,,148,165,.473,1,,,
Mark Phelps,Drake,MVC,,17,16,.515,,,,,2008-09,17,16,.515,,,,,,17,16,.515,,,,
Saul Phillips,North Dakota State,Summit,,26,7,.788,,,Lost First Round,,2007-08,42,20,.677,1,,,,,42,20,.677,1,,,
Steve Pikiell,Stony Brook,AEC,,16,14,.533,,,,,2005-06,36,81,.308,,,,,,36,81,.308,,,,
J.P. Piper,Nicholls State,Southland,,20,11,.645,,,,,2004-05,53,93,.363,,,,,,53,93,.363,,,,
Rick Pitino,Louisville,Big East,,31,6,.838,3,1,Lost Regional Final,,2001-02,200,73,.733,6,3,1,,,554,201,.734,14,9,5,1
Mark Pittman,Tennessee State,OVC,,6,2,.750,,,,,2008-09,6,2,.750,,,,,,6,2,.750,,,,
Jeff Price *,Georgia Southern,Southern,,8,22,.267,,,,,1999-00,165,133,.554,,,,,,165,133,.554,,,,
Oliver Purnell,Clemson,ACC,,23,9,.719,,24,Lost First Round,,2003-04,117,77,.603,2,,,,,373,268,.582,5,,,
Barclay Radebaugh,Charleston Southern,Big South,,9,20,.310,,,,,2005-06,40,78,.339,,,,,,40,78,.339,,,,
Randy Rahe,Weber State,Big Sky,,21,10,.677,,,,,2006-07,57,36,.613,1,,,,,57,36,.613,1,,,
Charles Ramsey,Eastern Michigan,MAC,,8,24,.250,,,,,2005-06,42,81,.341,,,,,,42,81,.341,,,,
Brett Reed,Lehigh,Patriot,,15,14,.517,,,,,2007-08,29,29,.500,,,,,,29,29,.500,,,,
Clifford Reed,Bethune-Cookman,MEAC,,17,16,.515,,,,,2001-02,87,138,.387,,,,,,87,138,.387,,,,
Roger Reid,Southern Utah,Summit,,11,20,.355,,,,,2007-08,22,39,.361,,,,,,174,116,.600,5,,,
Eric Reveno,Portland,WCC,,19,13,.594,,,,,2006-07,37,58,.389,,,,,,37,58,.389,,,,
Jeff Reynolds,Air Force,MWC,,10,21,.323,,,,,2007-08,26,35,.426,,,,,,26,35,.426,,,,
Mike Rice Jr,Robert Morris,NEC,,24,11,.686,,,Lost First Round,,2007-08,50,19,.725,1,,,,,50,19,.725,1,,,
Byron Rimm II,Prairie View,SWAC,,17,16,.515,,,,,2006-07,33,60,.355,,,,,,33,60,.355,,,,
Norm Roberts,St. John's (NY),Big East,,16,18,.471,,,,,2004-05,64,85,.430,,,,,,64,85,.430,,,,
Craig Robinson,Oregon State,Pac-10,,18,18,.500,,,,,2008-09,18,18,.500,,,,,,48,46,.511,,,,
Steve Roccaforte,Lamar,Southland,,15,15,.500,,,,,2006-07,49,43,.533,,,,,,49,43,.533,,,,
Barry Rohrssen,Manhattan,MAAC,,16,14,.533,,,,,2006-07,41,50,.451,,,,,,41,50,.451,,,,
Zac Roman,Southeast Missouri State,OVC,,3,27,.100,,,,,2008-09,3,27,.100,,,,,,3,27,.100,,,,
Lorenzo Romar,Washington,Pac-10,,26,9,.743,,15,Lost Second Round,,2002-03,145,81,.642,4,2,,,,238,169,.585,5,2,,
Dave Rose,BYU,MWC,,25,8,.758,,,Lost First Round,,2005-06,97,34,.740,3,,,,,97,34,.740,3,,,
Monte Ross,Delaware,CAA,,13,19,.406,,,,,2006-07,32,62,.340,,,,,,32,62,.340,,,,
Sergio Rouco *,Florida International,Sun Belt,,13,20,.394,,,,,2004-05,55,94,.369,,,,,,55,94,.369,,,,
Kerry Rupp,Louisiana Tech,WAC,,15,18,.455,,,,,2007-08,21,42,.333,,,,,,30,46,.395,1,,,
Bo Ryan,Wisconsin,Big Ten,,20,13,.606,25,,Lost Second Round,,2001-02,193,73,.726,8,3,,,,223,100,.690,8,3,,
Doc Sadler,Nebraska,Big 12,,18,13,.581,,,,,2006-07,55,40,.579,,,,,,103,58,.640,1,,,
Scott Sanderson,Lipscomb,A-Sun,,17,14,.548,,,,,2002-03,102,107,.488,,,,,,102,107,.488,,,,
Mark Schmidt,St. Bonaventure,A-10,,15,15,.500,,,,,2007-08,23,37,.383,,,,,,105,127,.453,,,,
Heath Schroyer,Wyoming,MWC,,19,14,.576,,,,,2007-08,31,32,.492,,,,,,66,79,.455,,,,
Tom Schuberth,Texas-Rio Grande Valley,Ind,,10,17,.370,,,,,2006-07,42,45,.483,,,,,,42,45,.483,,,,
Joe Scott,Denver,Sun Belt,,15,16,.484,,,,,2007-08,26,35,.426,,,,,,115,143,.446,1,,,
Rick Scruggs,Gardner-Webb,Big South,,13,17,.433,,,,,2002-03,87,122,.416,,,,,,87,122,.416,,,,
Bill Self,Kansas,Big 12,,27,8,.771,24,14,Lost Regional Semifinal,,2003-04,169,40,.809,6,4,1,1,,376,145,.722,11,7,1,1
Herb Sendek,Arizona State,Pac-10,,25,10,.714,15,19,Lost Second Round,,2006-07,54,45,.545,1,,,,,308,203,.603,7,1,,
Tony Shaver,William & Mary,CAA,,10,20,.333,,,,,2003-04,65,113,.365,,,,,,65,113,.365,,,,
Steve Shields,Little Rock,Sun Belt,,23,8,.742,,,,,2003-04,105,73,.590,,,,,,105,73,.590,,,,
John Shulman,Chattanooga,Southern,,18,17,.514,,,Lost First Round,,2004-05,90,72,.556,2,,,,,90,72,.556,2,,,
Dave Simmons,McNeese State,Southland,,11,18,.379,,,,,2006-07,39,51,.433,,,,,,39,51,.433,,,,
Marty Simmons,Evansville,MVC,,17,14,.548,,,,,2007-08,26,35,.426,,,,,,26,35,.426,,,,
Al Skinner Jr,Boston College,ACC,,22,12,.647,,,Lost First Round,,1997-98,232,149,.609,7,1,,,,370,275,.574,9,1,,
Jerry Slocum,Youngstown State,Horizon,,11,19,.367,,,,,2005-06,41,78,.345,,,,,,41,78,.345,,,,
Larry Smith,Alcorn State,SWAC,,6,25,.194,,,,,2008-09,6,25,.194,,,,,,6,25,.194,,,,
Tubby Smith,Minnesota,Big Ten,,22,11,.667,,,Lost First Round,,2007-08,42,25,.627,1,,,,,429,170,.716,15,9,1,1
Kirk Speraw *,UCF,CUSA,,17,14,.548,,,,,1993-94,264,216,.550,4,,,,,264,216,.550,4,,,
Rob Spivery,Southern,SWAC,,8,23,.258,,,,,2005-06,49,76,.392,1,,,,,178,212,.456,3,,,
Kevin Stallings,Vanderbilt,SEC,,19,12,.613,,,,,1999-00,189,128,.596,3,2,,,,312,191,.620,5,2,,
Rick Stansbury,Mississippi State,SEC,,23,13,.639,,,Lost First Round,,1998-99,231,128,.643,6,,,,,231,128,.643,6,,,
Brad Stevens,Butler,Horizon,,26,6,.812,,22,Lost First Round,,2007-08,56,10,.848,2,,,,,56,10,.848,2,,,
Gary Stewart,UC-Davis,Big West,,13,19,.406,,,,,2004-05,46,101,.313,,,,,,46,101,.313,,,,
Mike Sutton,Tennessee Tech,OVC,,12,18,.400,,,,,2002-03,114,100,.533,,,,,,114,100,.533,,,,
Scott Sutton,Oral Roberts,Summit,,16,15,.516,,,,,1999-00,184,126,.594,3,,,,,184,126,.594,3,,,
Benjy Taylor,Chicago State,Ind,,19,13,.594,,,,,2007-08,30,30,.500,,,,,,30,30,.500,,,,
Billy Taylor,Ball State,MAC,,14,17,.452,,,,,2007-08,20,41,.328,,,,,,101,110,.479,1,,,
Blaine Taylor,Old Dominion,CAA,,25,10,.714,,,,,2001-02,161,94,.631,2,,,,,302,160,.654,4,,,
Bob Thomason,Pacific,Big West,,21,13,.618,,,,,1988-89,364,263,.581,4,,,,,364,263,.581,4,,,
Brooks Thompson,UTSA,Southland,,19,13,.594,,,,,2006-07,39,52,.429,,,,,,39,52,.429,,,,
John Thompson III,Georgetown,Big East,,16,15,.516,22,,,,2004-05,116,51,.695,3,2,1,,,184,93,.664,5,2,1,
Jimmy Tillette,Samford,Southern,,16,16,.500,,,,,1997-98,195,161,.548,2,,,,,195,161,.548,2,,,
Wayne Tinkle,Montana,Big Sky,,17,12,.586,,,,,2006-07,48,43,.527,,,,,,48,43,.527,,,,
Mark Turgeon,Texas A&M,Big 12,,24,10,.706,,,Lost Second Round,,2007-08,49,21,.700,2,,,,,202,140,.591,3,1,,
Donnie Tyndall,Morehead State,OVC,,20,16,.556,,,Lost First Round,,2006-07,47,49,.490,1,,,,,47,49,.490,1,,,
Don Verlin,Idaho,WAC,,17,16,.515,,,,,2008-09,17,16,.515,,,,,,17,16,.515,,,,
Jerry Wainwright,DePaul,Big East,,9,24,.273,,,,,2005-06,52,72,.419,,,,,,237,217,.522,3,,,
Rex Walters,San Francisco,WCC,,11,19,.367,,,,,2008-09,11,19,.367,,,,,,42,52,.447,,,,
Cliff Warren,Jacksonville,A-Sun,,18,14,.562,,,,,2005-06,52,67,.437,,,,,,52,67,.437,,,,
Gary Waters,Cleveland State,Horizon,,26,11,.703,,,Lost Second Round,,2006-07,57,45,.559,1,,,,,228,180,.559,3,,,
Derek Waugh,Stetson,A-Sun,,13,17,.433,,,,,2000-01,110,151,.421,,,,,,110,151,.421,,,,
Bruce Weber,Illinois,Big Ten,,24,10,.706,,,Lost First Round,,2003-04,152,57,.727,5,2,1,,,255,111,.697,7,3,1,
Jim Whitesell,Loyola (IL),Horizon,,14,18,.438,,,,,2004-05,79,76,.510,,,,,,79,76,.510,,,,
Dereck Whittenburg,Fordham,A-10,,3,25,.107,,,,,2003-04,68,108,.386,,,,,,135,158,.461,1,,,
Kevin Willard,Iona,MAAC,,12,19,.387,,,,,2007-08,24,39,.381,,,,,,24,39,.381,,,,
Ralph Willard,Holy Cross,Patriot,,18,14,.562,,,,,1999-00,192,117,.621,4,,,,,336,241,.582,6,1,,
Bob Williams,UCSB,Big West,,16,15,.516,,,,,1998-99,179,146,.551,1,,,,,179,146,.551,1,,,
Buzz Williams,Marquette,Big East,,25,10,.714,16,23,Lost Second Round,,2008-09,25,10,.714,1,,,,,39,27,.591,1,,,
Gary Williams,Maryland,ACC,,21,14,.600,,,Lost Second Round,,1989-90,418,229,.646,13,7,2,1,,625,357,.636,16,9,2,1
Roy Williams,UNC,ACC,,34,4,.895,1,2,Won National Final,,2003-04,176,37,.826,6,4,3,2,,594,138,.811,20,13,7,2
Reggie Witherspoon,Buffalo,MAC,,21,12,.636,,,,,1999-00,126,171,.424,,,,,,126,171,.424,,,,
Doug Wojcik,Tulsa,CUSA,,25,11,.694,,,,,2005-06,81,53,.604,,,,,,81,53,.604,,,,
Dennis Wolff,Boston University,AEC,,17,13,.567,,,,,1994-95,247,197,.556,2,,,,,247,197,.556,2,,,
Sean Woods,Mississippi Valley State,SWAC,,7,25,.219,,,,,2008-09,7,25,.219,,,,,,7,25,.219,,,,
Ted Woodward,Maine,AEC,,9,21,.300,,,,,2004-05,54,93,.367,,,,,,54,93,.367,,,,
Jim Wooldridge,UC-Riverside,Big West,,17,13,.567,,,,,2007-08,26,34,.433,,,,,,207,223,.481,1,,,
Jay Wright,Villanova,Big East,,30,8,.789,23,11,Lost National Semifinal,,2001-02,178,91,.662,5,4,1,,,300,176,.630,7,4,1,
Jim Yarbrough,Southeastern Louisiana,Southland,,13,17,.433,,,,,2005-06,62,56,.525,,,,,,62,56,.525,,,,
Mike Young,Wofford,Southern,,16,14,.533,,,,,2002-03,90,117,.435,,,,,,90,117,.435,,,,
Ernie Zeigler,Central Michigan,MAC,,12,19,.387,,,,,2006-07,39,54,.419,,,,,,39,54,.419,,,,
