,,,,2012-13 Season,2012-13 Season,2012-13 Season,2012-13 Season,2012-13 Season,2012-13 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Joe Mihalich,Niagara,MAAC,,19,14,.576,,,,,1998-99,265,203,.566,2,,,,,265,203,.566,2,,,
Tim Miles,Nebraska,Big Ten,,15,18,.455,,,,,2012-13,15,18,.455,,,,,,122,126,.492,1,,,
Archie Miller,Dayton,A-10,,17,14,.548,,,,,2011-12,37,27,.578,,,,,,37,27,.578,,,,
Sean Miller,Arizona,Pac-12,,27,8,.771,12,21,Lost Regional Semifinal,,2009-10,96,43,.691,2,2,,,,216,90,.706,6,4,,
Wes Miller,UNC Greensboro,Southern,,9,22,.290,,,,,2011-12,20,33,.377,,,,,,20,33,.377,,,,
Fang Mitchell,Coppin State,MEAC,,8,24,.250,,,,,1986-87,417,397,.512,4,,,,,417,397,.512,4,,,
Jim Molinari,Western Illinois,Summit,,22,9,.710,,,,,2008-09,69,84,.451,,,,,,292,270,.520,2,,,
Dan Monson,Long Beach State,Big West,,19,14,.576,,,,,2007-08,104,91,.533,1,,,,,274,214,.561,3,1,,
Mark Montgomery,Northern Illinois,MAC,,5,25,.167,,,,,2011-12,10,51,.164,,,,,,10,51,.164,,,,
Mike Montgomery,California,Pac-12,,21,12,.636,,,Lost Third Round,,2008-09,109,59,.649,4,,,,,655,304,.683,16,3,1,
Chris Mooney,Richmond,A-10,,19,15,.559,,,,,2005-06,147,118,.555,2,1,,,,165,130,.559,2,1,,
Howard Moore,UIC,Horizon,,18,16,.529,,,,,2010-11,33,62,.347,,,,,,33,62,.347,,,,
Tom Moore,Quinnipiac,NEC,,15,16,.484,,,,,2007-08,108,81,.571,,,,,,108,81,.571,,,,
Stew Morrill,Utah State,WAC,,21,10,.677,,,,,1998-99,366,129,.739,8,,,,,584,267,.686,9,,,
Porter Moser,Loyola (IL),Horizon,,15,16,.484,,,,,2011-12,22,39,.361,,,,,,127,140,.476,,,,
LeVelle Moton,North Carolina Central,MEAC,,22,9,.710,,,,,2009-10,61,61,.500,,,,,,61,61,.500,,,,
Dan Muller,Illinois State,MVC,,18,15,.545,,,,,2012-13,18,15,.545,,,,,,18,15,.545,,,,
Jack Murphy,Northern Arizona,Big Sky,,11,21,.344,,,,,2012-13,11,21,.344,,,,,,11,21,.344,,,,
Rob Murphy,Eastern Michigan,MAC,,16,18,.471,,,,,2011-12,30,36,.455,,,,,,30,36,.455,,,,
Scott Nagy,South Dakota State,Summit,,25,10,.714,,,Lost Second Round,,2005-06,121,131,.480,2,,,,,121,131,.480,2,,,
George Nessman,San Jose State,WAC,,9,20,.310,,,,,2005-06,86,161,.348,,,,,,86,161,.348,,,,
Jeff Neubauer,Eastern Kentucky,OVC,,25,10,.714,,,,,2005-06,143,112,.561,1,,,,,143,112,.561,1,,,
Andy Newman,Cal State Fullerton,Big West,,14,18,.438,,,,,2012-13,14,18,.438,,,,,,14,18,.438,,,,
Gregg Nibert,Presbyterian,Big South,,8,24,.250,,,,,2007-08,57,125,.313,,,,,,57,125,.313,,,,
Kevin Nickelberry,Howard,MEAC,,7,24,.226,,,,,2010-11,23,69,.250,,,,,,72,113,.389,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,17,16,.515,,,,,2009-10,49,77,.389,,,,,,238,264,.474,1,,,
Fran O'Hanlon,Lafayette,Patriot,,19,15,.559,,,,,1995-96,257,276,.482,2,,,,,257,276,.482,2,,,
Kevin O'Neill *,USC,Pac-12,,7,10,.412,,,,,2009-10,48,65,.425,1,,,,,219,245,.472,4,1,,
Tim O'Shea,Bryant,NEC,,19,12,.613,,,,,2008-09,39,111,.260,,,,,,159,206,.436,1,,,
Kevin Ollie,UConn,Big East,,20,10,.667,,,,,2012-13,20,10,.667,,,,,,20,10,.667,,,,
Louis Orr,Bowling Green State,MAC,,13,19,.406,,,,,2007-08,89,101,.468,,,,,,189,181,.511,2,,,
Matt Painter,Purdue,Big Ten,,16,18,.471,,,,,2005-06,176,95,.649,6,2,,,,201,100,.668,7,2,,
Josh Pastner,Memphis,CUSA,,31,5,.861,17,19,Lost Third Round,,2009-10,106,34,.757,3,,,,,106,34,.757,3,,,
Jimmy Patsos,Loyola (MD),MAAC,,23,12,.657,,,,,2004-05,145,135,.518,1,,,,,145,135,.518,1,,,
Dave Paulsen,Bucknell,Patriot,,28,6,.824,,,Lost Second Round,,2008-09,99,65,.604,2,,,,,99,65,.604,2,,,
Eddie Payne,USC Upstate,A-Sun,,16,17,.485,,,,,2007-08,64,122,.344,,,,,,170,270,.386,1,,,
Steve Payne,Tennessee Tech,OVC,,12,17,.414,,,,,2011-12,31,31,.500,,,,,,31,31,.500,,,,
Tom Pecora,Fordham,A-10,,7,24,.226,,,,,2010-11,24,64,.273,,,,,,179,190,.485,,,,
Jack Perri,LIU,NEC,,20,14,.588,,,Lost First Round,,2012-13,20,14,.588,1,,,,,20,14,.588,1,,,
Buzz Peterson,UNC Wilmington,CAA,,10,20,.333,,,,,2010-11,33,59,.359,,,,,,258,206,.556,1,,,
Mark Phelps,Drake,MVC,,15,17,.469,,,,,2008-09,77,86,.472,,,,,,77,86,.472,,,,
Saul Phillips,North Dakota State,Summit,,24,10,.706,,,,,2007-08,108,77,.584,1,,,,,108,77,.584,1,,,
Steve Pikiell,Stony Brook,AEC,,25,8,.758,,,,,2005-06,120,126,.488,,,,,,120,126,.488,,,,
Dave Pilipovich,Air Force,MWC,,18,14,.562,,,,,2011-12,20,20,.500,,,,,,20,20,.500,,,,
J.P. Piper,Nicholls State,Southland,,9,21,.300,,,,,2004-05,97,167,.367,,,,,,97,167,.367,,,,
Richard Pitino,Florida International,Sun Belt,,18,14,.562,,,,,2012-13,18,14,.562,,,,,,18,14,.562,,,,
Rick Pitino *,Louisville,Big East,,35,5,.875,2,2,Won National Final,,2001-02,310,111,.736,10,5,3,1,,664,239,.735,18,11,7,2
Chico Potts,Mississippi Valley State,SWAC,,5,23,.179,,,,,2012-13,5,23,.179,,,,,,5,23,.179,,,,
Lewis Preston,Kennesaw State,A-Sun,,3,27,.100,,,,,2011-12,6,55,.098,,,,,,6,55,.098,,,,
Jeff Price *,South Alabama,Sun Belt,,12,8,.600,,,,,2012-13,12,8,.600,,,,,,177,141,.557,,,,
Joseph Price,Grambling,SWAC,,0,28,.000,,,,,2012-13,0,28,.000,,,,,,0,28,.000,,,,
Steve Prohm,Murray State,OVC,,21,10,.677,,,,,2011-12,52,12,.812,1,,,,,52,12,.812,1,,,
Oliver Purnell,DePaul,Big East,,11,21,.344,,,,,2010-11,30,64,.319,,,,,,424,343,.553,6,,,
Barclay Radebaugh *,Charleston Southern,Big South,,19,13,.594,,,,,2005-06,107,136,.440,,,,,,107,136,.440,,,,
Randy Rahe,Weber State,Big Sky,,30,7,.811,,,,,2006-07,150,75,.667,1,,,,,150,75,.667,1,,,
Rick Ray,Mississippi State,SEC,,10,22,.312,,,,,2012-13,10,22,.312,,,,,,10,22,.312,,,,
Brett Reed,Lehigh,Patriot,,21,10,.677,,,,,2007-08,115,73,.612,2,,,,,115,73,.612,2,,,
Eric Reveno,Portland,WCC,,11,21,.344,,,,,2006-07,96,126,.432,,,,,,96,126,.432,,,,
Dave Rice,UNLV,MWC,,25,10,.714,18,,Lost Second Round,,2011-12,51,19,.729,2,,,,,51,19,.729,2,,,
King Rice,Monmouth,NEC,,10,21,.323,,,,,2011-12,22,41,.349,,,,,,22,41,.349,,,,
Leon Rice,Boise State,MWC,,21,11,.656,,,Lost First Round,,2010-11,56,41,.577,1,,,,,56,41,.577,1,,,
Mike Rice Jr,Rutgers,Big East,,15,16,.484,,,,,2010-11,44,51,.463,,,,,,117,82,.588,2,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,4,23,.148,,,,,2010-11,14,73,.161,,,,,,164,190,.463,,,,
Luther Riley,Alcorn State,SWAC,,10,24,.294,,,,,2011-12,20,46,.303,,,,,,20,46,.303,,,,
Byron Rimm II,Prairie View,SWAC,,15,19,.441,,,,,2006-07,88,133,.398,,,,,,88,133,.398,,,,
Craig Robinson,Oregon State,Pac-12,,14,18,.438,,,,,2008-09,78,89,.467,,,,,,108,117,.480,,,,
Nick Robinson,Southern Utah,Big Sky,,11,20,.355,,,,,2012-13,11,20,.355,,,,,,11,20,.355,,,,
Lorenzo Romar,Washington,Pac-12,,18,16,.529,,,,,2002-03,237,129,.648,6,3,,,,330,217,.603,7,3,,
Dave Rose,BYU,WCC,,24,12,.667,,,,,2005-06,209,66,.760,6,1,,,,209,66,.760,6,1,,
Monte Ross,Delaware,CAA,,19,14,.576,,,,,2006-07,90,131,.407,,,,,,90,131,.407,,,,
Bo Ryan,Wisconsin,Big Ten,,23,12,.657,23,18,Lost Second Round,,2001-02,291,113,.720,12,5,,,,321,140,.696,12,5,,
Scott Sanderson,Lipscomb,A-Sun,,12,18,.400,,,,,2002-03,161,169,.488,,,,,,161,169,.488,,,,
Mark Schmidt,St. Bonaventure,A-10,,14,15,.483,,,,,2007-08,88,95,.481,1,,,,,170,185,.479,1,,,
Joe Scott,Denver,WAC,,22,10,.688,,,,,2007-08,102,84,.548,,,,,,191,192,.499,1,,,
Bill Self,Kansas,Big 12,,31,6,.838,7,3,Lost Regional Semifinal,,2003-04,300,59,.836,10,7,2,1,,507,164,.756,15,10,2,1
Bennie Seltzer,Samford,Southern,,11,21,.344,,,,,2012-13,11,21,.344,,,,,,11,21,.344,,,,
Herb Sendek,Arizona State,Pac-12,,22,13,.629,,,,,2006-07,120,109,.524,1,,,,,374,267,.583,7,1,,
Rob Senderoff,Kent State,MAC,,21,14,.600,,,,,2011-12,42,26,.618,,,,,,42,26,.618,,,,
Tony Shaver,William & Mary,CAA,,13,17,.433,,,,,2003-04,116,189,.380,,,,,,116,189,.380,,,,
Steve Shields,Little Rock,Sun Belt,,17,15,.531,,,,,2003-04,164,143,.534,1,,,,,164,143,.534,1,,,
John Shulman,Chattanooga,Southern,,13,19,.406,,,,,2004-05,145,146,.498,2,,,,,145,146,.498,2,,,
Larry Shyatt,Wyoming,MWC,,20,14,.588,,,,,1997-98,60,35,.632,,,,,,130,119,.522,,,,
Dave Simmons,McNeese State,Southland,,14,17,.452,,,,,2006-07,101,116,.465,,,,,,101,116,.465,,,,
Marty Simmons,Evansville,MVC,,21,15,.583,,,,,2007-08,88,103,.461,,,,,,88,103,.461,,,,
Pat Skerry,Towson,CAA,,18,13,.581,,,,,2011-12,19,44,.302,,,,,,19,44,.302,,,,
Mark Slessinger,New Orleans,Ind,,8,18,.308,,,,,2012-13,8,18,.308,,,,,,8,18,.308,,,,
Jerry Slocum,Youngstown State,Horizon,,18,16,.529,,,,,2005-06,92,152,.377,,,,,,92,152,.377,,,,
Shaka Smart,VCU,A-10,,27,9,.750,,,Lost Third Round,,2009-10,111,37,.750,3,1,1,,,111,37,.750,3,1,1,
Kyle Smith,Columbia,Ivy,,12,16,.429,,,,,2010-11,42,44,.488,,,,,,42,44,.488,,,,
Tubby Smith,Minnesota,Big Ten,,21,13,.618,,,Lost Third Round,,2007-08,124,81,.605,3,,,,,511,226,.693,17,9,1,1
Zach Spiker,Army,Patriot,,16,15,.516,,,,,2009-10,53,67,.442,,,,,,53,67,.442,,,,
Jay Spoonhour,Eastern Illinois,OVC,,11,21,.344,,,,,2012-13,11,21,.344,,,,,,17,25,.405,,,,
Kevin Stallings,Vanderbilt,SEC,,16,17,.485,,,,,1999-00,277,176,.611,6,2,,,,400,239,.626,8,2,,
Brad Stevens,Butler,A-10,,27,9,.750,,,Lost Third Round,,2007-08,166,49,.772,5,2,2,,,166,49,.772,5,2,2,
Scott Sutton,Oral Roberts,Southland,,20,15,.571,,,,,1999-00,270,177,.604,3,,,,,270,177,.604,3,,,
Billy Taylor,Ball State,MAC,,15,15,.500,,,,,2007-08,84,99,.459,,,,,,165,168,.495,1,,,
Blaine Taylor,Old Dominion,CAA,,2,20,.091,,,,,2001-02,239,144,.624,4,,,,,380,210,.644,6,,,
Rodney Terry,Fresno State,MWC,,11,19,.367,,,,,2011-12,24,39,.381,,,,,,24,39,.381,,,,
Aki Thomas,UMBC,AEC,,8,23,.258,,,,,2012-13,8,23,.258,,,,,,8,23,.258,,,,
Bob Thomason *,Pacific,Big West,,22,13,.629,,,Lost Second Round,,1988-89,436,322,.575,5,,,,,436,322,.575,5,,,
Brooks Thompson,UTSA,WAC,,10,22,.312,,,,,2006-07,106,113,.484,1,,,,,106,113,.484,1,,,
John Thompson III,Georgetown,Big East,,25,7,.781,,8,Lost Second Round,,2004-05,209,89,.701,7,2,1,,,277,131,.679,9,2,1,
Wayne Tinkle,Montana,Big Sky,,25,7,.781,,,Lost Second Round,,2006-07,141,78,.644,3,,,,,141,78,.644,3,,,
Andrew Toole,Robert Morris,NEC,,24,11,.686,,,,,2010-11,68,36,.654,,,,,,68,36,.654,,,,
Mark Turgeon,Maryland,ACC,,25,13,.658,,,,,2011-12,42,28,.600,,,,,,292,187,.610,5,1,,
Russ Turner,UC-Irvine,Big West,,21,16,.568,,,,,2010-11,46,55,.455,,,,,,46,55,.455,,,,
Donnie Tyndall *,Southern Miss,CUSA,,27,10,.730,,,,,2012-13,27,10,.730,,,,,,141,95,.597,2,,,
Don Verlin,Idaho,WAC,,12,18,.400,,,,,2008-09,81,78,.509,,,,,,81,78,.509,,,,
Greg Vetrone,FDU,NEC,,7,24,.226,,,,,2009-10,26,95,.215,,,,,,26,95,.215,,,,
Chris Walker,Texas Tech,Big 12,,11,20,.355,,,,,2012-13,11,20,.355,,,,,,11,20,.355,,,,
Rex Walters,San Francisco,WCC,,15,16,.484,,,,,2008-09,77,82,.484,,,,,,108,115,.484,,,,
Brian Wardle,Green Bay,Horizon,,18,16,.529,,,,,2010-11,47,49,.490,,,,,,47,49,.490,,,,
Cliff Warren,Jacksonville,A-Sun,,14,18,.438,,,,,2005-06,114,132,.463,,,,,,114,132,.463,,,,
Gary Waters,Cleveland State,Horizon,,14,18,.438,,,,,2006-07,136,100,.576,1,,,,,307,235,.566,3,,,
Bruce Weber,Kansas State,Big 12,,27,8,.771,,12,Lost Second Round,,2012-13,27,8,.771,1,,,,,340,163,.676,9,3,1,
Michael White,Louisiana Tech,WAC,,27,7,.794,,,,,2011-12,45,23,.662,,,,,,45,23,.662,,,,
Kevin Willard,Seton Hall,Big East,,15,18,.455,,,,,2010-11,49,49,.500,,,,,,94,98,.490,,,,
Bob Williams,UCSB,Big West,,11,20,.355,,,,,1998-99,248,201,.552,3,,,,,248,201,.552,3,,,
Buzz Williams,Marquette,Big East,,26,9,.743,,15,Lost Regional Final,,2008-09,122,54,.693,5,3,,,,136,71,.657,5,3,,
Roy Williams,UNC,ACC,,25,11,.694,11,,Lost Third Round,,2003-04,282,79,.781,9,6,3,2,,700,180,.795,23,15,7,2
Travis Williams,Tennessee State,OVC,,18,15,.545,,,,,2012-13,18,15,.545,,,,,,18,15,.545,,,,
Corliss Williamson,Central Arkansas,Southland,,13,17,.433,,,,,2010-11,26,62,.295,,,,,,26,62,.295,,,,
Marty Wilson,Pepperdine,WCC,,12,18,.400,,,,,1995-96,25,47,.347,,,,,,25,47,.347,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,6,23,.207,,,,,2011-12,12,47,.203,,,,,,230,294,.439,,,,
Reggie Witherspoon,Buffalo,MAC,,14,20,.412,,,,,1999-00,198,228,.465,,,,,,198,228,.465,,,,
Doug Wojcik,College of Charleston,Southern,,24,11,.686,,,,,2012-13,24,11,.686,,,,,,164,103,.614,,,,
Sean Woods,Morehead State,OVC,,15,18,.455,,,,,2012-13,15,18,.455,,,,,,65,98,.399,1,,,
Ted Woodward,Maine,AEC,,11,19,.367,,,,,2004-05,111,155,.417,,,,,,111,155,.417,,,,
Jim Wooldridge,UC-Riverside,Big West,,6,25,.194,,,,,2007-08,70,112,.385,,,,,,251,301,.455,1,,,
Jay Wright,Villanova,Big East,,20,14,.588,,,Lost Second Round,,2001-02,257,144,.641,8,4,1,,,379,229,.623,10,4,1,
Jim Yarbrough,Southeastern Louisiana,Southland,,13,18,.419,,,,,2005-06,121,117,.508,,,,,,121,117,.508,,,,
Charlton Young,Georgia Southern,Southern,,14,19,.424,,,,,2009-10,43,84,.339,,,,,,43,84,.339,,,,
Mike Young,Wofford,Southern,,13,19,.406,,,,,2002-03,169,172,.496,2,,,,,169,172,.496,2,,,
