,,,,2013-14 Season,2013-14 Season,2013-14 Season,2013-14 Season,2013-14 Season,2013-14 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Greg McDermott,Creighton,Big East,,27,8,.771,,16,Lost Third Round,,2010-11,107,38,.738,3,,,,,256,169,.602,6,,,
Nick McDevitt,UNC Asheville,Big South,,17,15,.531,,,,,2013-14,17,15,.531,,,,,,17,15,.531,,,,
Kevin McGeehan,Campbell,Big South,,12,20,.375,,,,,2013-14,12,20,.375,,,,,,12,20,.375,,,,
Bob McKillop,Davidson,Southern,,20,13,.606,,,,,1989-90,472,292,.618,7,1,,,,472,292,.618,7,1,,
Niko Medved,Furman,Southern,,9,21,.300,,,,,2013-14,9,21,.300,,,,,,9,21,.300,,,,
Marvin Menzies,New Mexico State,WAC,,26,10,.722,,,Lost Second Round,,2007-08,152,89,.631,4,,,,,152,89,.631,4,,,
Joe Mihalich,Hofstra,CAA,,10,23,.303,,,,,2013-14,10,23,.303,,,,,,275,226,.549,2,,,
Tim Miles,Nebraska,Big Ten,,19,13,.594,,,Lost Second Round,,2012-13,34,31,.523,1,,,,,141,139,.504,2,,,
Archie Miller,Dayton,A-10,,26,11,.703,,,Lost Regional Final,,2011-12,63,38,.624,1,1,,,,63,38,.624,1,1,,
Brandon Miller,Butler,Big East,,14,17,.452,,,,,2013-14,14,17,.452,,,,,,14,17,.452,,,,
Sean Miller,Arizona,Pac-12,,33,5,.868,6,4,Lost Regional Final,,2009-10,129,48,.729,3,3,,,,249,95,.724,7,5,,
Wes Miller,UNC Greensboro,Southern,,14,18,.438,,,,,2011-12,34,51,.400,,,,,,34,51,.400,,,,
Fang Mitchell,Coppin State,MEAC,,12,20,.375,,,,,1986-87,429,417,.507,4,,,,,429,417,.507,4,,,
Jim Molinari,Western Illinois,Summit,,10,20,.333,,,,,2008-09,79,104,.432,,,,,,302,290,.510,2,,,
Dan Monson,Long Beach State,Big West,,15,17,.469,,,,,2007-08,119,108,.524,1,,,,,289,231,.556,3,1,,
Mark Montgomery,Northern Illinois,MAC,,15,17,.469,,,,,2011-12,25,68,.269,,,,,,25,68,.269,,,,
Mike Montgomery,California,Pac-12,,21,14,.600,,,,,2008-09,130,73,.640,4,,,,,676,318,.680,16,3,1,
Chris Mooney,Richmond,A-10,,19,14,.576,,,,,2005-06,166,132,.557,2,1,,,,184,144,.561,2,1,,
Howard Moore,UIC,Horizon,,6,25,.194,,,,,2010-11,39,87,.310,,,,,,39,87,.310,,,,
Tom Moore,Quinnipiac,MAAC,,20,12,.625,,,,,2007-08,128,93,.579,,,,,,128,93,.579,,,,
Stew Morrill,Utah State,MWC,,18,14,.562,,,,,1998-99,384,143,.729,8,,,,,602,281,.682,9,,,
Porter Moser,Loyola (IL),MVC,,10,22,.312,,,,,2011-12,32,61,.344,,,,,,137,162,.458,,,,
LeVelle Moton,North Carolina Central,MEAC,,28,6,.824,,,Lost Second Round,,2009-10,89,67,.571,1,,,,,89,67,.571,1,,,
Dan Muller,Illinois State,MVC,,18,16,.529,,,,,2012-13,36,31,.537,,,,,,36,31,.537,,,,
Jack Murphy,Northern Arizona,Big Sky,,15,17,.469,,,,,2012-13,26,38,.406,,,,,,26,38,.406,,,,
Rob Murphy,Eastern Michigan,MAC,,22,15,.595,,,,,2011-12,52,51,.505,,,,,,52,51,.505,,,,
Scott Nagy,South Dakota State,Summit,,19,13,.594,,,,,2005-06,140,144,.493,2,,,,,140,144,.493,2,,,
Craig Neal,New Mexico,MWC,,27,7,.794,23,17,Lost Second Round,,2013-14,27,7,.794,1,,,,,27,7,.794,1,,,
Jeff Neubauer,Eastern Kentucky,OVC,,24,10,.706,,,Lost Second Round,,2005-06,167,122,.578,2,,,,,167,122,.578,2,,,
Gregg Nibert,Presbyterian,Big South,,6,26,.188,,,,,2007-08,63,151,.294,,,,,,63,151,.294,,,,
Kevin Nickelberry,Howard,MEAC,,8,25,.242,,,,,2010-11,31,94,.248,,,,,,80,138,.367,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,18,14,.562,,,,,2009-10,67,91,.424,,,,,,256,278,.479,1,,,
Fran O'Hanlon,Lafayette,Patriot,,11,20,.355,,,,,1995-96,268,296,.475,2,,,,,268,296,.475,2,,,
Tim O'Shea,Bryant,NEC,,18,14,.562,,,,,2008-09,57,125,.313,,,,,,177,220,.446,1,,,
Kevin Ollie,UConn,AAC,,32,8,.800,18,18,Won National Final,,2012-13,52,18,.743,1,1,1,1,,52,18,.743,1,1,1,1
Louis Orr,Bowling Green State,MAC,,12,20,.375,,,,,2007-08,101,121,.455,,,,,,201,201,.500,2,,,
Matt Painter,Purdue,Big Ten,,15,17,.469,,,,,2005-06,191,112,.630,6,2,,,,216,117,.649,7,2,,
Josh Pastner,Memphis,AAC,,24,10,.706,13,,Lost Third Round,,2009-10,130,44,.747,4,,,,,130,44,.747,4,,,
Jimmy Patsos,Siena,MAAC,,20,18,.526,,,,,2013-14,20,18,.526,,,,,,165,153,.519,1,,,
Dave Paulsen,Bucknell,Patriot,,16,14,.533,,,,,2008-09,115,79,.593,2,,,,,115,79,.593,2,,,
Eddie Payne,USC Upstate,A-Sun,,19,15,.559,,,,,2007-08,83,137,.377,,,,,,189,285,.399,1,,,
Steve Payne,Tennessee Tech,OVC,,17,16,.515,,,,,2011-12,48,47,.505,,,,,,48,47,.505,,,,
Tom Pecora,Fordham,A-10,,10,21,.323,,,,,2010-11,34,85,.286,,,,,,189,211,.472,,,,
Jack Perri,LIU,NEC,,9,20,.310,,,,,2012-13,29,34,.460,1,,,,,29,34,.460,1,,,
Buzz Peterson,UNC Wilmington,CAA,,9,23,.281,,,,,2010-11,42,82,.339,,,,,,267,229,.538,1,,,
Saul Phillips,North Dakota State,Summit,,26,7,.788,,,Lost Third Round,,2007-08,134,84,.615,2,,,,,134,84,.615,2,,,
Steve Pikiell,Stony Brook,AEC,,23,11,.676,,,,,2005-06,143,137,.511,,,,,,143,137,.511,,,,
Dave Pilipovich,Air Force,MWC,,12,18,.400,,,,,2011-12,32,38,.457,,,,,,32,38,.457,,,,
J.P. Piper,Nicholls State,Southland,,14,15,.483,,,,,2004-05,111,182,.379,,,,,,111,182,.379,,,,
Richard Pitino,Minnesota,Big Ten,,25,13,.658,,,,,2013-14,25,13,.658,,,,,,43,27,.614,,,,
Rick Pitino *,Louisville,AAC,,31,6,.838,3,5,Lost Regional Semifinal,,2001-02,341,117,.745,11,6,3,1,,695,245,.739,19,12,7,2
Chico Potts,Mississippi Valley State,SWAC,,9,23,.281,,,,,2012-13,14,46,.233,,,,,,14,46,.233,,,,
Lewis Preston,Kennesaw State,A-Sun,,6,25,.194,,,,,2011-12,12,80,.130,,,,,,12,80,.130,,,,
Joseph Price,Grambling,SWAC,,5,24,.172,,,,,2012-13,5,52,.088,,,,,,5,52,.088,,,,
Tic Price,Lamar,Southland,,1,4,.200,,,,,2013-14,1,4,.200,,,,,,168,126,.571,2,,,
Steve Prohm,Murray State,OVC,,23,11,.676,,,,,2011-12,75,23,.765,1,,,,,75,23,.765,1,,,
Oliver Purnell,DePaul,Big East,,12,21,.364,,,,,2010-11,42,85,.331,,,,,,436,364,.545,6,,,
Barclay Radebaugh *,Charleston Southern,Big South,,13,18,.419,,,,,2005-06,120,154,.438,,,,,,120,154,.438,,,,
Randy Rahe,Weber State,Big Sky,,19,12,.613,,,Lost Second Round,,2006-07,169,87,.660,2,,,,,169,87,.660,2,,,
Rick Ray,Mississippi State,SEC,,14,19,.424,,,,,2012-13,24,41,.369,,,,,,24,41,.369,,,,
Brett Reed,Lehigh,Patriot,,14,18,.438,,,,,2007-08,129,91,.586,2,,,,,129,91,.586,2,,,
Eric Reveno,Portland,WCC,,15,16,.484,,,,,2006-07,111,142,.439,,,,,,111,142,.439,,,,
Dave Rice,UNLV,MWC,,20,13,.606,,,,,2011-12,71,32,.689,2,,,,,71,32,.689,2,,,
King Rice,Monmouth,MAAC,,11,21,.344,,,,,2011-12,33,62,.347,,,,,,33,62,.347,,,,
Leon Rice,Boise State,MWC,,21,13,.618,,,,,2010-11,77,54,.588,1,,,,,77,54,.588,1,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,10,17,.370,,,,,2010-11,24,90,.211,,,,,,174,207,.457,,,,
Kareem Richardson,Kansas City,WAC,,10,20,.333,,,,,2013-14,10,20,.333,,,,,,10,20,.333,,,,
Luther Riley,Alcorn State,SWAC,,12,19,.387,,,,,2011-12,32,65,.330,,,,,,32,65,.330,,,,
Byron Rimm II,Prairie View,SWAC,,11,23,.324,,,,,2006-07,99,156,.388,,,,,,99,156,.388,,,,
Craig Robinson,Oregon State,Pac-12,,16,16,.500,,,,,2008-09,94,105,.472,,,,,,124,133,.482,,,,
Nick Robinson,Southern Utah,Big Sky,,2,27,.069,,,,,2012-13,13,47,.217,,,,,,13,47,.217,,,,
Lorenzo Romar,Washington,Pac-12,,17,15,.531,,,,,2002-03,254,144,.638,6,3,,,,347,232,.599,7,3,,
Dave Rose,BYU,WCC,,23,12,.657,,,Lost Second Round,,2005-06,232,78,.748,7,1,,,,232,78,.748,7,1,,
Monte Ross,Delaware,CAA,,25,10,.714,,,Lost Second Round,,2006-07,115,141,.449,1,,,,,115,141,.449,1,,,
Bo Ryan,Wisconsin,Big Ten,,30,8,.789,20,12,Lost National Semifinal,,2001-02,321,121,.726,13,6,1,,,351,148,.703,13,6,1,
Mark Schmidt,St. Bonaventure,A-10,,18,15,.545,,,,,2007-08,106,110,.491,1,,,,,188,200,.485,1,,,
Joe Scott,Denver,Summit,,16,15,.516,,,,,2007-08,118,99,.544,,,,,,207,207,.500,1,,,
Bill Self,Kansas,Big 12,,25,10,.714,5,10,Lost Third Round,,2003-04,325,69,.825,11,7,2,1,,532,174,.754,16,10,2,1
Bennie Seltzer,Samford,Southern,,13,20,.394,,,,,2012-13,24,41,.369,,,,,,24,41,.369,,,,
Herb Sendek,Arizona State,Pac-12,,21,12,.636,,,Lost Second Round,,2006-07,141,121,.538,2,,,,,395,279,.586,8,1,,
Rob Senderoff,Kent State,MAC,,16,16,.500,,,,,2011-12,58,42,.580,,,,,,58,42,.580,,,,
Tony Shaver,William & Mary,CAA,,20,12,.625,,,,,2003-04,136,201,.404,,,,,,136,201,.404,,,,
Steve Shields,Little Rock,Sun Belt,,15,17,.469,,,,,2003-04,179,160,.528,1,,,,,179,160,.528,1,,,
Larry Shyatt,Wyoming,MWC,,18,15,.545,,,,,1997-98,78,50,.609,,,,,,148,134,.525,,,,
Dave Simmons,McNeese State,Southland,,11,20,.355,,,,,2006-07,112,136,.452,,,,,,112,136,.452,,,,
Marty Simmons,Evansville,MVC,,14,19,.424,,,,,2007-08,102,122,.455,,,,,,102,122,.455,,,,
Pat Skerry,Towson,CAA,,25,11,.694,,,,,2011-12,44,55,.444,,,,,,44,55,.444,,,,
Mark Slessinger,New Orleans,Southland,,11,15,.423,,,,,2012-13,19,33,.365,,,,,,19,33,.365,,,,
Jerry Slocum,Youngstown State,Horizon,,15,17,.469,,,,,2005-06,107,169,.388,,,,,,107,169,.388,,,,
Shaka Smart,VCU,A-10,,26,9,.743,14,24,Lost Second Round,,2009-10,137,46,.749,4,1,1,,,137,46,.749,4,1,1,
G.G. Smith,Loyola (MD),Patriot,,11,19,.367,,,,,2013-14,11,19,.367,,,,,,11,19,.367,,,,
Kyle Smith,Columbia,Ivy,,21,13,.618,,,,,2010-11,63,57,.525,,,,,,63,57,.525,,,,
Tubby Smith,Texas Tech,Big 12,,14,18,.438,,,,,2013-14,14,18,.438,,,,,,525,244,.683,17,9,1,1
Zach Spiker,Army,Patriot,,15,16,.484,,,,,2009-10,68,83,.450,,,,,,68,83,.450,,,,
Jay Spoonhour,Eastern Illinois,OVC,,11,19,.367,,,,,2012-13,22,40,.355,,,,,,28,44,.389,,,,
Kevin Stallings,Vanderbilt,SEC,,15,16,.484,,,,,1999-00,292,192,.603,6,2,,,,415,255,.619,8,2,,
Scott Sutton,Oral Roberts,Southland,,17,16,.515,,,,,1999-00,287,193,.598,3,,,,,287,193,.598,3,,,
Dedrique Taylor,Cal State Fullerton,Big West,,11,20,.355,,,,,2013-14,11,20,.355,,,,,,11,20,.355,,,,
Rodney Terry,Fresno State,MWC,,21,18,.538,,,,,2011-12,45,57,.441,,,,,,45,57,.441,,,,
Reggie Theus,Cal State Northridge,Big West,,17,18,.486,,,,,2013-14,17,18,.486,,,,,,58,41,.586,1,,,
Aki Thomas,UMBC,AEC,,9,21,.300,,,,,2012-13,17,44,.279,,,,,,17,44,.279,,,,
Brooks Thompson,UTSA,CUSA,,8,22,.267,,,,,2006-07,114,135,.458,1,,,,,114,135,.458,1,,,
John Thompson III,Georgetown,Big East,,18,15,.545,,,,,2004-05,227,104,.686,7,2,1,,,295,146,.669,9,2,1,
Wayne Tinkle,Montana,Big Sky,,17,13,.567,,,,,2006-07,158,91,.635,3,,,,,158,91,.635,3,,,
Andrew Toole,Robert Morris,NEC,,22,14,.611,,,,,2010-11,90,50,.643,,,,,,90,50,.643,,,,
Mark Turgeon,Maryland,ACC,,17,15,.531,,,,,2011-12,59,43,.578,,,,,,309,202,.605,5,1,,
Russ Turner,UC-Irvine,Big West,,23,12,.657,,,,,2010-11,69,67,.507,,,,,,69,67,.507,,,,
Donnie Tyndall *,Southern Miss,CUSA,,29,7,.806,,,,,2012-13,56,17,.767,,,,,,170,102,.625,2,,,
Brad Underwood,Stephen F. Austin,Southland,,32,3,.914,,,Lost Third Round,,2013-14,32,3,.914,1,,,,,32,3,.914,1,,,
Don Verlin,Idaho,WAC,,16,18,.471,,,,,2008-09,97,96,.503,,,,,,97,96,.503,,,,
Ron Verlin,Pacific,WCC,,18,16,.529,,,,,2013-14,18,16,.529,,,,,,18,16,.529,,,,
Will Wade,Chattanooga,Southern,,18,15,.545,,,,,2013-14,18,15,.545,,,,,,18,15,.545,,,,
Keith Walker,Delaware State,MEAC,,5,6,.455,,,,,2013-14,5,6,.455,,,,,,5,6,.455,,,,
Rex Walters,San Francisco,WCC,,21,12,.636,,,,,2008-09,98,94,.510,,,,,,129,127,.504,,,,
Brian Wardle,Green Bay,Horizon,,24,7,.774,,,,,2010-11,71,56,.559,,,,,,71,56,.559,,,,
Cliff Warren,Jacksonville,A-Sun,,12,18,.400,,,,,2005-06,126,150,.457,,,,,,126,150,.457,,,,
Gary Waters,Cleveland State,Horizon,,21,12,.636,,,,,2006-07,157,112,.584,1,,,,,328,247,.570,3,,,
Bruce Weber,Kansas State,Big 12,,20,13,.606,,,Lost Second Round,,2012-13,47,21,.691,2,,,,,360,176,.672,10,3,1,
Michael White,Louisiana Tech,CUSA,,29,8,.784,,,,,2011-12,74,31,.705,,,,,,74,31,.705,,,,
James Whitford,Ball State,MAC,,5,25,.167,,,,,2013-14,5,25,.167,,,,,,5,25,.167,,,,
Kevin Willard,Seton Hall,Big East,,17,17,.500,,,,,2010-11,66,66,.500,,,,,,111,115,.491,,,,
Bob Williams,UCSB,Big West,,21,9,.700,,,,,1998-99,269,210,.562,3,,,,,269,210,.562,3,,,
Buzz Williams,Marquette,Big East,,17,15,.531,17,,,,2008-09,139,69,.668,5,3,,,,153,86,.640,5,3,,
Corey Williams,Stetson,A-Sun,,7,24,.226,,,,,2013-14,7,24,.226,,,,,,7,24,.226,,,,
Roy Williams,UNC,ACC,,24,10,.706,12,19,Lost Third Round,,2003-04,306,89,.775,10,6,3,2,,724,190,.792,24,15,7,2
Travis Williams,Tennessee State,OVC,,5,25,.167,,,,,2012-13,23,40,.365,,,,,,23,40,.365,,,,
Marty Wilson,Pepperdine,WCC,,15,16,.484,,,,,1995-96,40,63,.388,,,,,,40,63,.388,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,18,16,.529,,,,,2011-12,30,63,.323,,,,,,248,310,.444,,,,
Dave Wojcik,San Jose State,MWC,,7,24,.226,,,,,2013-14,7,24,.226,,,,,,7,24,.226,,,,
Doug Wojcik,College of Charleston,CAA,,14,18,.438,,,,,2012-13,38,29,.567,,,,,,178,121,.595,,,,
Sean Woods,Morehead State,OVC,,20,14,.588,,,,,2012-13,35,32,.522,,,,,,85,112,.431,1,,,
Ted Woodward,Maine,AEC,,6,23,.207,,,,,2004-05,117,178,.397,,,,,,117,178,.397,,,,
Jay Wright,Villanova,Big East,,29,5,.853,,6,Lost Third Round,,2001-02,286,149,.657,9,4,1,,,408,234,.636,11,4,1,
Jim Yarbrough,Southeastern Louisiana,Southland,,12,18,.400,,,,,2005-06,133,135,.496,,,,,,133,135,.496,,,,
Mike Young,Wofford,Southern,,20,13,.606,,,Lost Second Round,,2002-03,189,185,.505,3,,,,,189,185,.505,3,,,
